,Thal_MDl_R,Thal_LGN_R,Parietal_Sup_L,Red_N_R,Frontal_Inf_Oper_L,Thal_PuI_R,Cerebellum_6_R,Raphe_M,OFCant_R,Lingual_R,Frontal_Sup_Medial_L,Occipital_Inf_R,OFClat_L,Frontal_Med_Orb_R,ACC_sup_R,Rectus_R,Cerebellum_10_R,Insula_R,Occipital_Sup_R,Vermis_4_5,Thal_PuL_R,Cerebellum_4_5_R,ACC_pre_R,Rectus_L,Supp_Motor_Area_R,SN_pr_L,Postcentral_R,SupraMarginal_L,Thal_MDm_R,Thal_PuA_L,Thal_MGN_R,Temporal_Pole_Sup_R,N_Acc_R,VTA_L,Parietal_Inf_L,Paracentral_Lobule_R,Insula_L,Temporal_Pole_Sup_L,Thal_IL_L,Frontal_Mid_2_R,Angular_R,Temporal_Pole_Mid_L,Precuneus_R,Precentral_L,Thal_VL_L,SN_pc_L,Thal_LP_R,Temporal_Mid_L,Vermis_8,Thal_IL_R,Frontal_Sup_2_L,Olfactory_L,Temporal_Pole_Mid_R,ParaHippocampal_L,Heschl_R,Postcentral_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Caudate_R,Thal_PuA_R,Olfactory_R,SN_pr_R,Thal_PuI_L,OFCpost_L,Vermis_3,Thal_PuM_L,Thal_MGN_L,Occipital_Mid_L,Vermis_9,Vermis_1_2,Hippocampus_L,Thal_LP_L,Paracentral_Lobule_L,ACC_sup_L,Occipital_Inf_L,OFCmed_R,Temporal_Inf_L,Caudate_L,Precuneus_L,Frontal_Inf_Tri_R,Thal_MDl_L,Thal_AV_R,Frontal_Inf_Orb_2_R,Cerebellum_4_5_L,Rolandic_Oper_R,Occipital_Mid_R,SupraMarginal_R,Thal_VL_R,Precentral_R,Cerebellum_10_L,Cerebellum_9_L,OFClat_R,Cerebellum_Crus1_L,Cerebellum_Crus2_R,Thal_PuL_L,Cerebellum_8_L,Cerebellum_8_R,Vermis_10,OFCant_L,Temporal_Mid_R,Pallidum_R,Parietal_Sup_R,Calcarine_R,Amygdala_L,N_Acc_L,Cingulate_Post_R,Vermis_7,Cerebellum_9_R,ACC_pre_L,Frontal_Inf_Tri_L,Pallidum_L,Putamen_L,Cerebellum_3_L,Thal_AV_L,Cingulate_Mid_L,Parietal_Inf_R,Cuneus_R,OFCpost_R,VTA_R,Supp_Motor_Area_L
Frontal_Sup_2_R,-0.0649082042446944,-0.6516459468670563,-0.22246494513516937,-0.016713259870458658,-0.11855257756616773,-0.6363063018113109,-0.5504445115596014,-0.33566013823777546,0.5925754833754558,-0.5225983106803345,0.16888912332018338,-0.3221392805214531,0.5748729934744928,0.48549675237953505,0.4263336657377947,0.26235745926413123,-0.12088847935403779,0.018313988274428976,-0.4866742897326495,0.5185324230209002,-0.5111006619213176,0.4390675707035258,0.5913901319414995,0.381004165955461,0.47147067431698075,0.19547601177882284,0.16223493076095472,-0.30047414103065617,-0.5820635845660765,0.16491184488988053,-0.7232526588174266,-0.42210016424525504,0.32032184211438025,0.2438190144212662,-0.10670902766292836,-0.05796684078358901,0.0458117254327368,-0.5415666078303452,0.2943508196577163,0.7987625535069821,-0.3446470964624817,-0.42744498528819874,-0.061442236361810565,0.2698858813107426,0.5674396305760101,-0.1713463001845213,-0.5376506678667097,-0.4654227010350062,-0.34520200998453376,-0.4766129461275149,0.5842977518421341,-0.01810971732455518,-0.5089137156455645,0.4243787487699255,0.4587629810659313,0.37626277476460834,1.0,0.42758490694754203,0.15018443799571635,-0.6085103276595643,0.0059287286995189075,-0.23450655052834937,-0.03479546835745217,0.31700048229976924,0.6183196242468276,-0.519084759177026,-0.3798811568641673,-0.48502722440782364,-0.042639046608230854,-0.4363657175940489,0.4729705884524692,0.2534471069536228,0.33851612133174763,0.44390575543476446,-0.5842289399923618,0.42272517513965824,-0.08797242072981594,0.05395411326913041,-0.18617437867711015,0.5777443203192424,0.418881018331809,0.18271188640862174,0.5893255826595915,0.35261339120086577,0.0829609871741928,-0.6123830918199017,-0.012231294291251209,0.32627058563290506,0.32180017627039686,-0.21224488110396222,-0.42738818999671907,0.3032108537609253,-0.5946181546943906,-0.4034622697658819,-0.17667230061898306,-0.407214127098482,-0.516814650867765,-0.536559085093677,0.5512135721623089,-0.5539154916486335,0.6165664717360013,-0.031428351029018885,-0.4672720046873776,0.532123732528001,0.30447581743514096,0.2794901659974312,-0.5428764887397837,-0.46297307778646685,0.581770518187623,0.595756957745727,0.6166463139506041,0.4819609928803307,0.21813665661045595,0.13288558756814692,0.30631263289938504,-0.15426163672886478,-0.535048618262486,0.2514920036980364,0.020002222799262385,0.3680832340338874
Frontal_Mid_2_L,-0.0853345219304348,-0.394019499901759,-0.7941094409583418,-0.028136717014656386,-0.052627124436996575,-0.42604432732022174,-0.06675693719305127,0.012099134075376978,0.35225623722023197,-0.1832243469110212,-0.19768829353388284,0.15659709108899433,0.38741718800796426,0.03993580566080565,0.637922408738358,-0.215928062084463,-0.278907603552927,0.13596239012463152,-0.7573968419040786,0.524924753667663,-0.621542563408377,0.6163780138543667,0.6614753576693673,-0.04825703175821509,0.17650356057445685,0.1821226546384328,-0.6193544889579102,-0.4889213568735223,-0.4384780824840881,0.2697648029919311,-0.3085287123776177,0.0370422778734744,0.05126040592401341,0.2192388459706485,-0.5538021876467804,-0.5096912792998084,0.024323108683857154,-0.31275650286669426,0.11749560129558205,0.44392842369146746,-0.824271697723079,0.06020587613254055,-0.6941687827861498,0.5604152457286747,0.538646187271993,-0.08481683361095059,-0.6650328543657259,-0.33986212713693204,0.2789875559388628,-0.08572035775828654,0.9395267210763938,-0.005256206975396036,0.1484907357418096,-0.0057942708600043046,0.4586114994706185,0.2726296093473032,0.42758490694754203,1.0,-0.1636108221692768,-0.6177256274000761,0.014676721003541622,-0.01612694695434843,0.3150886582082337,-0.058769209502129625,0.4711803154937658,-0.5783657245400582,-0.23100187667061017,-0.7152198073321012,0.539936492786565,-0.1388470196676605,0.3282866661939017,0.04415923545729381,-0.18366890078990747,0.5972304302208503,-0.36034910202803094,0.12474197348122652,-0.14105638988993827,-0.039912977048914645,-0.7876063678600953,0.49555932795477636,0.30962432878437923,0.21191857036749231,0.41271860198902044,0.47820307639595855,0.3937660324225346,-0.46257654903816936,-0.5711112212830388,0.2182507904476909,-0.3518983822440878,0.24703547623387664,0.17963979930445137,0.12697655608372366,-0.1645580479451747,0.12144541383423423,-0.28176650039061424,0.2195117280765759,0.07231544508077063,-0.02978295866261635,0.2455693278075568,-0.20151276302578586,0.5233580024851351,-0.7698734785181599,-0.2885854125700418,0.2437914988781316,0.0546697755420402,0.3996347178507394,-0.039639481461338,0.11835151589436244,0.4239326204514148,0.7130983761828145,0.483938717582198,0.3373478212855543,0.33985155420508883,0.13664798484552157,0.7082147055201691,-0.8406844709936451,-0.645294436669493,-0.055877355470223676,0.02981402765129937,0.8898425466291597
Caudate_R,0.10512380562340501,-0.23247109433199928,0.21796379627797283,0.054216934171420525,0.13813207825096702,-0.24606670919777623,-0.3099515788610536,-0.07692129022738305,0.2089136805834152,-0.2973640654608024,0.5421922247729376,-0.3321170161895792,0.3457624451573009,0.5464694435978403,-0.23131544481561953,0.35962879185312063,-0.16693497929597073,0.13512951884711163,-0.058672760309637785,0.18444063247861725,-0.20996774261543047,0.14436347637657146,0.2713835446763819,0.3639912789311745,-0.029563962223028713,0.30808184126256377,0.1236167447588203,0.036744817788061934,0.0004332545103725916,0.1455556204440024,-0.16314143023764568,0.10979182789641555,0.5309552705760595,0.1580399649065721,0.10299783888528134,0.13037476559249522,0.1960524832662993,-0.07558639463305021,0.3748282897519439,0.2649782346468606,0.07420615666655343,-0.33266258627325085,0.16743964598258418,-0.17375763950636458,0.32446586574064606,-0.023268661684744847,-0.22955155545065706,-0.10383774473760403,-0.21101201318951465,-0.01351016941493354,-0.010935645198703542,0.24803727082300725,-0.22497372155847098,0.4042421975722959,0.26133929344168216,0.028105527484524356,0.15018443799571635,-0.1636108221692768,1.0,-0.205883453249572,0.2934719099736922,0.27305585773140467,0.0576822779012345,0.3962866679514916,0.29658203351219303,-0.14884365350286033,-0.10751132853499094,-0.049994757276928294,-0.09668129722607646,-0.3802425928445992,0.4099188497949074,0.4142215902894994,-0.09516022496714546,-0.21319973301326703,-0.31334919641214076,0.41538495058901614,0.14794559405037916,0.5543437103797538,0.1802292838482016,0.06433349425084685,0.4463614721117725,0.18800417409712955,0.3835086762321171,0.08930982882529459,0.20106233881869565,-0.1627894481895207,0.07662906906696113,0.4988022340612675,0.022591414142550847,-0.14597844483251737,-0.35209932704488944,0.24816607591161913,-0.3230216672677589,-0.32159886896283724,-0.10250220306892795,-0.3185110381242162,-0.334214488501093,-0.36829865188832345,0.42180150024990365,-0.23313674153631883,0.37247200417548826,0.24019177702014693,-0.23163474463778824,0.27900163029925373,0.44579277756847074,0.0740937014624897,-0.3602286240411645,-0.33287988433604987,0.4474473084223572,0.19614311394347533,0.3511293551903552,0.48215750316037015,0.17587286145221412,0.2579330804087097,0.11252465461814315,0.20231227757798062,-0.10776935796092878,0.33528351841780074,0.07515031509695139,-0.35449506220486543
Thal_PuA_R,0.4124541545018079,0.9153360803313937,0.6502860136159839,0.2711671797994466,0.3771679544615687,0.9342621941511063,0.6852594250306521,0.39016590816038055,-0.7392073893563345,0.7973712207421848,-0.13322302994527324,0.41744012006257736,-0.7462260361438858,-0.658897709436631,-0.3933669604348952,-0.38914708895425165,0.5984701763382385,0.06084456649329743,0.9349698346393462,-0.49880472697517886,0.9626978780593541,-0.5338369096975185,-0.8661731305729609,-0.5106404052225647,0.060351725870904385,-0.07591333599794599,0.40075251438927373,0.7095311788160739,0.8512960448960606,-0.21589711471049922,0.7892997852019427,0.27759851686735215,-0.5068234921108368,-0.07434162760152896,0.5732786519947203,0.5562357822714371,0.17775685076132983,0.7115076273426753,-0.4035356264356005,-0.7152453865884496,0.8267558469193123,0.5477523960687565,0.6219997693506474,-0.06986491893800123,-0.8880526187630938,0.2229934913766596,0.9513783718984951,0.8057051002125338,0.3443948461595915,0.5786961371392177,-0.7177300569597103,0.11770035740702994,0.4413406232498967,-0.46764872642281624,-0.7218781899355416,-0.19522644115748783,-0.6085103276595643,-0.6177256274000761,-0.205883453249572,1.0,0.059231535854901075,0.29374190451520343,-0.052469908391220794,-0.36586685879798303,-0.8526523219863029,0.9534740329227257,0.7128434682296424,0.9328527029067424,-0.11687679572308532,0.773547116202424,-0.41514811288972453,-0.1791365585334904,0.28688358686866994,-0.4161013899737634,0.8674165131180985,-0.5900769955939816,0.19779533932833265,-0.11298657075315661,0.6788691730394948,-0.645678624093519,-0.5868773730053853,-0.15810441124975372,-0.7847519126545686,-0.1986772332348165,-0.38994809541304076,0.7878866950536209,0.5552968247558467,-0.3875620761491119,0.24547688158580092,0.28563949058793975,0.5121393669946732,-0.527481139973126,0.7626309162567433,0.5507855887015503,0.45019527237499807,0.4693202447676176,0.6020440239290532,0.7057585521596589,-0.746759606259179,0.7168996622340991,-0.7200301259977807,0.42932880429806286,0.8260646498312683,-0.5214790552499876,-0.34636652364281345,-0.17773590743320836,0.6948770876443912,0.5718887505981951,-0.8702504690427083,-0.720630105621975,-0.7877661537164867,-0.6040944172949706,-0.16948322345860387,-0.15711697337724972,-0.6500286595051528,0.6258345528545268,0.9589755966948879,-0.30953391654280626,0.22586804333750216,-0.4011299804534329
Olfactory_R,0.14650239277661758,0.03939535758456906,0.07890955941582581,0.06977319694982151,0.17595409375131985,0.06823369728385965,0.023705838720873028,0.07418910758860951,0.05386535868832186,0.03650195030271717,0.01425660709876016,0.09646251308302513,0.01711787394290606,0.029430922935819694,0.217762962162275,0.09216451741205665,-0.06189354303490068,0.44931861831910047,0.060147344523686606,-0.017190925832345636,0.07603791217262565,0.023993583824474734,0.08553439061670128,0.020520543373539743,0.1760735803542368,0.3365623256159758,0.14038937122750006,0.12616758078973622,0.048886875270109716,-0.018938174813035988,0.0339523000850702,-0.009377484402474079,0.20865500736866638,0.21822909932156467,0.05826858022369921,0.07870955721104028,0.5709476322396329,-0.02967966254312098,-0.006775331878917724,-0.0197215013716172,0.10104182722360004,0.043808985638412526,-0.010320013054609384,0.18415786962422132,-0.04759354976993154,0.19099617397689406,0.017719236797822127,-0.0008023057153502414,0.11316955194360599,0.10093477121468664,0.006780480306499216,0.5632960553958881,-0.03452471315356862,0.1104822598986404,0.06881989484025156,0.0898283292028533,0.0059287286995189075,0.014676721003541622,0.2934719099736922,0.059231535854901075,1.0,0.584352525083408,-0.05362136544523982,0.04357471240041961,-0.04401781207958426,0.04628474562587514,0.08533723962370823,0.07114868421074136,-0.016922611078383717,0.0004603712383294001,0.20762140697793263,0.13448426531034566,0.15865902776335092,0.1339449899311558,0.0407922873121985,0.12522804744517713,-0.07081960459198128,0.08312726421870163,0.04631756643743562,-0.046422476425873674,0.012691382193988045,-0.05168699908259444,0.19452730863248727,0.07923864883220795,-0.004898179179744481,0.06814377660522106,0.15023914668330893,0.055937984896731435,0.17185410824799832,0.03823446710608811,0.0653817319863583,0.03670785777118827,0.04482431425997786,0.06497800579769267,-0.02806162785497547,0.07348752627989645,0.10226031822041434,0.03128853522452678,0.05714635703526382,0.04365625703340265,0.06462505168947257,-0.014462758785237223,-0.014185865855634331,0.19584171572973927,0.045606053569864934,-0.022562318009141255,0.0053545261365723195,0.07648182529743598,-0.04168741676767158,0.1489241515782663,-0.022495924191177633,0.08983358608888076,0.2075837512339896,-0.006964704920932398,-0.13049714770176696,0.09261705103300222,0.04555229605448686,0.29201284131122124,0.15871627795806148,-0.00347053958262655
SN_pr_R,0.344328190358831,0.3727912399138578,0.08011011502603257,0.3238570848427371,0.27349897846767324,0.355227172130567,0.37404672876143624,0.3177638210401736,-0.28432461235781115,0.36192647821159485,-0.010929056902925192,0.29131598625588634,-0.2281521789010475,-0.1975076079369268,-0.05119266052029887,-0.16605912786512367,0.08597344746463546,0.2832593472833514,0.22701065047439034,-0.05157672403559839,0.21342341346955254,-0.04727259100658049,-0.12926029549972826,-0.3111090937485096,0.07313083005891546,0.4836384056590764,-0.0077818233120259695,0.201084334268034,0.39965508502578195,-0.060590972037695,0.4077970536749279,0.2878664103106402,0.028222794889013882,0.2141844354524386,0.05587314258926986,0.20595703755439743,0.5553923313121798,0.3519187281783221,-0.07585173935172998,-0.20168099697954495,0.1865640689390479,0.35393175861578124,0.03357630335139233,0.09952468529831648,-0.25318594134221767,0.24984803765555,0.18123504936068396,0.28779853441846304,0.4362124946984966,0.4809442031693279,-0.08000843600652215,0.3976866952018064,0.38210527320446713,-0.15772486410872885,-0.11014959253318689,-0.13409570812890118,-0.23450655052834937,-0.01612694695434843,0.27305585773140467,0.29374190451520343,0.584352525083408,1.0,0.0988918304297961,-0.23467747035497605,-0.26429876962574406,0.28219109794551056,0.3402581184201396,0.2243239469766071,0.18538935580335816,0.281062319709312,0.17071005010363596,-0.054315717325556866,-0.013375911228130973,-0.09308173433567048,0.3201213122720028,-0.18229497307865253,0.06955951815407459,0.18944615938827644,0.09172184624583826,-0.1897076528859381,-0.07083023731497654,-0.06432687024589992,-0.12922358842274267,0.15509480126219438,0.09990568185743431,0.2813277362299669,0.17574350558238505,-0.004619765029053163,0.0101560009072726,0.39407142042318066,0.37910496314118175,-0.06015751102580401,0.3673176189245476,0.37516512819588693,0.03273488302095966,0.3632324059930566,0.41319529023394885,0.38062421274809477,-0.21938499066204717,0.38316316818655305,-0.05418279967345425,-0.09699462398648417,0.29882436157086234,-0.08918407070108413,0.02768674244418968,0.15147111700065155,0.3117448176159607,0.3912093957518202,-0.23305310489005449,-0.007368604835890757,-0.20724041832528178,0.051866420439082114,0.2557194706080401,0.05638780910903427,-0.05403440366881544,0.06812270282133652,0.2624653864661136,-0.09174170716414078,0.358723906481765,-0.0005365270235966624
Thal_PuI_L,0.322916233793388,0.1906289518771662,-0.4095415662345812,0.06974317763636526,-0.03543105716326236,0.0984035759869934,0.288160945586228,0.28193806119427733,-0.021697757847425534,0.22440550815629084,-0.19772910636912183,0.30925928540621805,0.08859433749663166,-0.10120181520151272,0.17823299037246285,-0.12806567221352597,-0.023688673577094855,0.2503468115525291,-0.22441509929909215,0.20942228542395902,-0.11221842267508418,0.31456635458289967,0.2424433291904087,-0.030502973615063562,-0.14599402940710146,0.05606655834806602,-0.4272157528080274,-0.25749948601504086,0.23792054785103156,0.655345926022913,0.2778140566663225,0.4459057475597354,-0.048189032467460195,0.17728508045521693,-0.3591775296652967,-0.4074911930925101,0.18598600936830909,0.24483501559485316,0.347010234184162,-0.012292602060421542,-0.32588405351382504,0.3264969225365359,-0.31445826120283793,0.03237163823606458,0.17516379431777646,0.0693085868091276,-0.16058977518121947,0.10974105609526272,0.2842318015827576,0.3649699047623855,0.2697274887096377,0.06432369813493864,0.39856724511587943,-0.05632733891174418,0.06124847051890315,-0.14856514967595955,-0.03479546835745217,0.3150886582082337,0.0576822779012345,-0.052469908391220794,-0.05362136544523982,0.0988918304297961,1.0,0.08350660607870256,0.052002376098651215,0.04623167820028433,0.2425676641216334,-0.19214218233962765,0.3787476079719713,0.13253539539985915,0.37345782637989816,0.37345453030535225,-0.2933361774827515,0.16366211523379523,0.11407888198216812,-0.02107029653799825,0.13800866342831236,0.010073155941037202,-0.3744331404914847,0.11023038828486081,0.2982681690459404,0.33830634080303273,0.049775595205705465,0.2525236939518144,0.335530249584727,-0.0529399812400487,-0.27627817819993455,0.44163465740752295,-0.3623360474219708,0.2668103388301901,0.31820274996358716,-0.0004937367475202976,0.21851153912867843,0.24757185414890237,-0.22829194165683406,0.36429551506837704,0.29434768929514804,0.25678485457251193,-0.004656783493060469,0.2449036757109168,0.12133498128083225,-0.40524424742214715,0.16591471875631286,0.06167204631910211,0.044909426295251666,0.22265465853632693,0.19189162654319855,0.2826735379332165,0.1292363848699126,0.13229861902842835,0.10909022602624707,0.2286812989102121,0.16199926264697687,0.25283663791187644,0.35470512760746437,-0.4383856927598952,-0.07455430366348893,0.0439009143823922,-0.030115538550574958,0.3014362302294603
OFCpost_L,-0.0813291433586768,-0.41894500534953816,0.07126930847503767,-0.24308601166172975,-0.08941210233092863,-0.4192631550944861,-0.481336437662596,-0.32691393381969613,0.5564381895313132,-0.48455622122924935,0.40185417171693744,-0.40733710069944323,0.6069864118394709,0.634206495205101,-0.02680191839885543,0.6235754003221758,-0.09996803697500463,0.12900451449753678,-0.24503866405646274,0.23000270498052142,-0.32387413074495364,0.25470212611419485,0.35231489055127096,0.8610668179348686,-0.07828572046205097,0.10960426410105413,0.06340777193276602,-0.1715800657794274,-0.23680562579896916,0.19417646396829807,-0.3939069986455508,-0.12126544638913332,0.41423111389737566,0.008943401789274358,0.004328040933040265,-0.1728186472944675,0.029592415015504286,-0.20269225215025807,0.4835406332553458,0.2569088535721579,-0.12083583873595816,-0.5100188617100415,0.13809771353346767,-0.1411782269498573,0.4831770614385236,0.26784680762158036,-0.32160927122633426,-0.23712459207902292,-0.5035695878800234,-0.44453156592014065,0.07716644501318762,0.4105886239458048,-0.46611882496779417,0.7270522304354754,0.2833098108256315,0.18147406813091774,0.31700048229976924,-0.058769209502129625,0.3962866679514916,-0.36586685879798303,0.04357471240041961,-0.23467747035497605,0.08350660607870256,1.0,0.4853172391412079,-0.34451663780689384,-0.42039033483009786,-0.23120885233743171,-0.25796401592861273,-0.5389865028512517,0.4806764083240281,0.27626464799556005,-0.06335489913634841,-0.05236967670288693,-0.4953371234586189,0.752003581800433,0.1815582059412384,0.2897180634155728,0.04312580999512487,0.1122908123896925,0.462065133491607,0.31847646115584965,0.43133114363438146,0.05600607277828441,-0.002906135076025937,-0.3706504091123974,-0.09331327020843018,0.46298881150510357,-0.02511802535846439,-0.39148312317729145,-0.5294618006652052,0.30450428043402805,-0.4724527395837348,-0.5537463110396814,-0.15246707896295086,-0.4738736598268511,-0.5036289860867569,-0.5416964685917707,0.6769339672996472,-0.46487558064239304,0.36480329559822705,0.22590796629176177,-0.378833166879045,0.5896993943352554,0.4359561116399407,-0.17885294667864995,-0.5449500651097202,-0.5146950519602089,0.4935912825177146,0.22834169696464557,0.4841990551311441,0.39380471113785315,0.2628815436871341,0.2797610625261845,0.1034918347094973,0.045155258482583165,-0.2757142873430066,0.6639024501562283,-0.3527062201270932,-0.14007159931475735
Vermis_3,-0.26261791657945255,-0.8199657783667981,-0.43665347121979864,-0.07124918987802245,-0.24149773787348633,-0.8634902431528789,-0.7089122637049294,-0.3261725093595633,0.7958587664069993,-0.7027674052676989,0.29121630231985757,-0.48391986599043996,0.7634954074083726,0.6910508005798632,0.3139882171497851,0.5474812680129875,-0.4483687515175851,0.03395703890305916,-0.7608428691333156,0.6759149463271974,-0.8145742133767023,0.6397196644711969,0.78958239980591,0.6279507616390516,0.013626050475272383,0.048003126382471985,-0.2615453615646927,-0.5840210651068113,-0.6885069740512434,0.2995800104413435,-0.728660552860703,-0.3024159303289794,0.5838525917274808,-0.03500918433150994,-0.4168481496134634,-0.31664472176950026,-0.11890271169780676,-0.5448023499254913,0.548169003312972,0.7242537637365877,-0.6515189886763024,-0.6070484188371493,-0.36257728014564444,-0.01218112947383369,0.8651812866652836,-0.22762583710151305,-0.7892638720769853,-0.5695484376267301,-0.3683897305390894,-0.5219391367561809,0.6063534152524234,-0.07532317247193256,-0.5047580137006988,0.6894876112250385,0.6266000797024288,0.16712676112267583,0.6183196242468276,0.4711803154937658,0.29658203351219303,-0.8526523219863029,-0.04401781207958426,-0.26429876962574406,0.052002376098651215,0.4853172391412079,1.0,-0.8209116268414791,-0.6636302726825255,-0.7507383342876329,0.10188052632935293,-0.7416909929177569,0.5451193253365557,0.27087797578822326,-0.22533542865346168,0.3382983814535509,-0.7882399356529838,0.6805897867272388,0.10379001912185962,0.23237602543038297,-0.44371873614937724,0.5775888208104027,0.7033022427283604,0.31886296946894704,0.7601733560784519,0.37647779020897953,0.2885361827633181,-0.7528324297620101,-0.47009928726763,0.5470364048852426,-0.16432154088550519,-0.2087642198830964,-0.515147188838305,0.5403404394980195,-0.7070494766095555,-0.575389485554325,-0.33190364527216215,-0.4897897182434586,-0.6083632684270421,-0.7156208502954094,0.8171932284643915,-0.703365606524559,0.7493179406779119,-0.20448720238879325,-0.7095130645033674,0.6917403382915664,0.5007059403624029,0.2848118977897265,-0.6812493407396583,-0.5759320299949858,0.8367704662592751,0.6758811862983084,0.833187066161313,0.6055410052708301,0.37026612233472,0.30287197003084365,0.5086423744389438,-0.42944668438511596,-0.8015348846030662,0.4365878276380384,-0.29804729840040617,0.2777944931401205
Thal_PuM_L,0.508491932839445,0.8652805875446069,0.6568649436070886,0.2602189119776378,0.406149770347594,0.8938064674831595,0.6484398239341252,0.3368201894095567,-0.7166107097981163,0.7626665035449874,-0.12087565281247038,0.37137756972526265,-0.6394822204449244,-0.6076763609527721,-0.34355142066562283,-0.39125041327665416,0.5686998962171772,0.08693899862496032,0.9123249466907224,-0.4525358323695817,0.9334257036599286,-0.5025498503429231,-0.8050749547141522,-0.4884455356535377,0.10664118954271595,-0.04857956776968391,0.4534650114743872,0.7363465744631745,0.8279204555274062,-0.11175264336963411,0.7017592608574207,0.2825425106165536,-0.4914951167447665,0.02567598790874249,0.6137239689499794,0.5411835769362008,0.23052459963375693,0.6532613399978419,-0.40751182887998355,-0.6461797029070352,0.8313744227954194,0.5259786434052746,0.6349513747875639,-0.01716926904151531,-0.8644650391362887,0.15151265968992889,0.8984587184190511,0.752616778373047,0.2981139647677825,0.5862773667796115,-0.6602993569556194,0.08071402531803942,0.40192575039314404,-0.4619873191397218,-0.6848626427625825,-0.13250129822732043,-0.519084759177026,-0.5783657245400582,-0.14884365350286033,0.9534740329227257,0.04628474562587514,0.28219109794551056,0.04623167820028433,-0.34451663780689384,-0.8209116268414791,1.0,0.7897033930352474,0.9088177374729379,-0.14743641284895506,0.7500498749326061,-0.30635414298852354,-0.03428852623457897,0.3587533119685231,-0.35669414840228436,0.7942032708087194,-0.5533619819724939,0.10478090322196544,-0.13712761605161874,0.6850540802032924,-0.5933644102832004,-0.5339634463420836,-0.12661007607956484,-0.703262047395815,-0.16828250364416816,-0.3846099601876965,0.7489464195901484,0.6166412357509621,-0.2980506075245429,0.29210547655589814,0.2224840986167757,0.4518676630569021,-0.5293449759592458,0.6745511687902395,0.5153165833570773,0.43702441663105346,0.41264639076181253,0.5354009390868459,0.6496825162026255,-0.7258768290940851,0.7040158482888892,-0.6332828420761398,0.4376346877963378,0.795133798486039,-0.48425802427311593,-0.3382348050166437,-0.1372715341464448,0.648245235228912,0.5078403591794607,-0.810785978983694,-0.6694951708328474,-0.7564856046123792,-0.5427918987178968,-0.19557512929787177,-0.13953383692980328,-0.6432013657941752,0.6359709123050765,0.9240457506391226,-0.2673251419164698,0.2562231461615437,-0.37844271901216625
Thal_MGN_L,0.6331409807675455,0.724297197946428,0.34645104125904735,0.2308384128659389,0.3438728617389155,0.7382399503193047,0.6278145123272855,0.33892682036067523,-0.6316152398050222,0.6851606704286953,-0.20885322051770328,0.4647987123161727,-0.43273888588020426,-0.5932696299473655,-0.12197086103625968,-0.5288438515600115,0.33201945945081096,0.18421179084691827,0.6094287694790435,-0.2561473577588962,0.6815372040381346,-0.2562924602710993,-0.5353757097729033,-0.5799961652829163,0.13984783743237117,0.13832536569323606,0.21100323564208,0.5324492239899322,0.7382502962179767,0.07123432808954606,0.6086905990554575,0.3258661937743545,-0.4560686271884253,0.17629563874304524,0.3772788554459176,0.395678833982539,0.2646816070686619,0.5073469202642562,-0.35215463837733724,-0.4416000006699179,0.5143895759160909,0.5352433743424966,0.34416906086657345,0.14381676263944693,-0.6281769773528921,0.11885700991241432,0.6041741176823969,0.608623074540125,0.4344304186311254,0.6965680871550822,-0.3486959355202547,0.057753474003447464,0.476315534034293,-0.5219303728732373,-0.4816143302325735,-0.04746052078877717,-0.3798811568641673,-0.23100187667061017,-0.10751132853499094,0.7128434682296424,0.08533723962370823,0.3402581184201396,0.2425676641216334,-0.42039033483009786,-0.6636302726825255,0.7897033930352474,1.0,0.6156053349520494,0.08360271098340193,0.7011294129740778,-0.13008987623231844,0.0907902848974788,0.2699675536570273,-0.14828681513590922,0.6521902490034492,-0.5589787362041612,0.024821003035346827,-0.11788842047642287,0.37212380541703816,-0.3718751638630731,-0.31106345731106233,0.01324620317436522,-0.49721165400805845,-0.018800812782683692,-0.1739483240796642,0.5442747159705318,0.4006730568519665,-0.09593377156396782,0.16761642490925643,0.27854933532199,0.5259965763011614,-0.47681985371158087,0.5997517188630186,0.5344189834765927,0.3939062032729723,0.4996778123509876,0.5645290085678362,0.6473541175336853,-0.6515951534324257,0.6353135204088654,-0.3956646398231953,0.12951201521433026,0.6971757480055282,-0.4671126035244329,-0.34539159318723717,0.020844376450746105,0.631143301187293,0.5686889516911583,-0.6122166261332794,-0.41206934077696505,-0.5628311907028622,-0.360692358745821,-0.08755780767137439,-0.06199822494231516,-0.3458788886216029,0.31679301308293406,0.6823810805659876,-0.35083205436804044,0.3524670945910018,-0.08016531752226923
